국립공원,생물분류,종명,학명,분류명,조사위치,조사주소,경도,위도,조사일자,개체수
변산반도,포유류,Apodemus agrarius,agrarius,등줄쥐,탐방로,내변산분소~와룡소 일원,126.58418,35.63862,2023-02-07,1
변산반도,포유류,Hydropotes inermis,inermis,고라니,비탐방로,가마소삼거리~중계교 일원,126.60136,35.6442,2023-02-07,1
변산반도,포유류,Nyctereutes procyonoides,procyonoides,너구리,비탐방로,가마소삼거리~중계교 일원,126.60598,35.65003,2023-02-07,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.58738,35.63699,2023-02-08,1
변산반도,포유류,Hydropotes inermis,inermis,고라니,비탐방로,가마소삼거리~중계교 일원,126.59987,35.64376,2023-02-08,1
변산반도,포유류,Hydropotes inermis,inermis,고라니,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-02-09,1
변산반도,포유류,Hydropotes inermis,inermis,고라니,비탐방로,가마소삼거리~중계교 일원,126.60598,35.65003,2023-02-09,1
변산반도,포유류,Hydropotes inermis,inermis,고라니,비탐방로,가마소삼거리~중계교 일원,126.60598,35.65003,2023-02-09,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,탐방로,내변산분소~와룡소 일원,126.58418,35.63862,2023-02-09,1
변산반도,포유류,Apodemus agrarius,agrarius,등줄쥐,탐방로,내변산분소~와룡소 일원,126.58418,35.63862,2023-02-11,1
변산반도,포유류,Apodemus agrarius,agrarius,등줄쥐,탐방로,내변산분소~와룡소 일원,126.58418,35.63862,2023-02-11,1
변산반도,포유류,Apodemus agrarius,agrarius,등줄쥐,탐방로,내변산분소~와룡소 일원,126.58418,35.63862,2023-02-12,1
변산반도,포유류,Apodemus agrarius,agrarius,등줄쥐,탐방로,내변산분소~와룡소 일원,126.58418,35.63862,2023-02-12,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,탐방로,내변산분소~와룡소 일원,126.59649,35.63722,2023-02-13,1
변산반도,포유류,Apodemus agrarius,agrarius,등줄쥐,탐방로,내변산분소~와룡소 일원,126.58418,35.63862,2023-02-15,1
변산반도,포유류,Apodemus agrarius,agrarius,등줄쥐,탐방로,내변산분소~와룡소 일원,126.58418,35.63862,2023-02-15,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.58738,35.63699,2023-02-15,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.58738,35.63699,2023-02-15,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-02-15,1
변산반도,포유류,Sus scrofa,scrofa,멧돼지,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-02-16,1
변산반도,포유류,Sus scrofa,scrofa,멧돼지,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-02-16,1
변산반도,포유류,Apodemus agrarius,agrarius,등줄쥐,탐방로,내변산분소~와룡소 일원,126.58418,35.63862,2023-02-17,1
변산반도,포유류,Apodemus agrarius,agrarius,등줄쥐,탐방로,내변산분소~와룡소 일원,126.58418,35.63862,2023-02-17,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-02-21,1
변산반도,포유류,Sus scrofa,scrofa,멧돼지,비탐방로,가마소삼거리~중계교 일원,126.60136,35.6442,2023-02-21,1
변산반도,포유류,Hydropotes inermis,inermis,고라니,탐방로,내변산분소~와룡소 일원,126.6002,35.63904,2023-02-22,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,탐방로,내변산분소~와룡소 일원,126.58418,35.63862,2023-02-22,1
변산반도,포유류,Hydropotes inermis,inermis,고라니,탐방로,내변산분소~와룡소 일원,126.6002,35.63904,2023-02-23,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,탐방로,내변산분소~와룡소 일원,126.58418,35.63862,2023-02-23,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,탐방로,내변산분소~와룡소 일원,126.58418,35.63862,2023-02-25,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,탐방로,내변산분소~와룡소 일원,126.59649,35.63722,2023-02-26,1
변산반도,포유류,Nyctereutes procyonoides,procyonoides,너구리,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-02-27,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,탐방로,내변산분소~와룡소 일원,126.59649,35.63722,2023-02-28,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,탐방로,내변산분소~와룡소 일원,126.58418,35.63862,2023-02-28,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,탐방로,내변산분소~와룡소 일원,126.58418,35.63862,2023-03-01,1
변산반도,포유류,Mustela sibirica,sibirica,족제비,탐방로,내변산분소~와룡소 일원,126.58738,35.63699,2023-03-01,1
변산반도,포유류,Sus scrofa,scrofa,멧돼지,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-03-01,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-03-04,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-03-05,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,탐방로,내변산분소~와룡소 일원,126.58418,35.63862,2023-03-05,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-03-06,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-03-06,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-03-07,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-03-07,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-03-07,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-03-07,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-03-07,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-03-07,1
변산반도,포유류,Hydropotes inermis,inermis,고라니,비탐방로,가마소삼거리~중계교 일원,126.60136,35.6442,2023-03-08,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-03-08,1
변산반도,포유류,Hydropotes inermis,inermis,고라니,탐방로,내변산분소~와룡소 일원,126.6002,35.63904,2023-03-10,1
변산반도,포유류,Hydropotes inermis,inermis,고라니,탐방로,내변산분소~와룡소 일원,126.6002,35.63904,2023-03-10,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-03-10,1
변산반도,포유류,Sus scrofa,scrofa,멧돼지,비탐방로,가마소삼거리~중계교 일원,126.60136,35.6442,2023-03-10,1
변산반도,포유류,Sus scrofa,scrofa,멧돼지,탐방로,내변산분소~와룡소 일원,126.59649,35.63722,2023-03-10,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-03-11,1
변산반도,포유류,Mustela sibirica,sibirica,족제비,탐방로,내변산분소~와룡소 일원,126.58738,35.63699,2023-03-12,1
변산반도,포유류,Nyctereutes procyonoides,procyonoides,너구리,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-03-12,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-03-14,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-03-14,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-03-14,1
변산반도,포유류,Meles leucurus,leucurus,오소리,탐방로,내변산분소~와룡소 일원,126.58418,35.63862,2023-03-14,1
변산반도,포유류,Meles leucurus,leucurus,오소리,비탐방로,가마소삼거리~중계교 일원,126.60136,35.6442,2023-03-15,1
변산반도,포유류,Nyctereutes procyonoides,procyonoides,너구리,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-03-15,2
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,탐방로,내변산분소~와룡소 일원,126.58418,35.63862,2023-03-16,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-03-17,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.58738,35.63699,2023-03-18,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-03-19,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-03-21,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-03-21,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-03-21,1
변산반도,포유류,Sus scrofa,scrofa,멧돼지,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-03-21,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-03-22,1
변산반도,포유류,Nyctereutes procyonoides,procyonoides,너구리,비탐방로,가마소삼거리~중계교 일원,126.60598,35.65003,2023-03-22,1
변산반도,포유류,Nyctereutes procyonoides,procyonoides,너구리,비탐방로,가마소삼거리~중계교 일원,126.60598,35.65003,2023-03-22,1
변산반도,포유류,Mustela sibirica,sibirica,족제비,탐방로,내변산분소~와룡소 일원,126.58418,35.63862,2023-03-24,1
변산반도,포유류,Hydropotes inermis,inermis,고라니,탐방로,내변산분소~와룡소 일원,126.6002,35.63904,2023-03-26,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-03-26,1
변산반도,포유류,Nyctereutes procyonoides,procyonoides,너구리,비탐방로,가마소삼거리~중계교 일원,126.60598,35.65003,2023-03-26,2
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-03-28,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-03-28,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-03-29,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-03-29,1
변산반도,포유류,Nyctereutes procyonoides,procyonoides,너구리,비탐방로,가마소삼거리~중계교 일원,126.60598,35.65003,2023-03-29,2
변산반도,포유류,Sus scrofa,scrofa,멧돼지,탐방로,내변산분소~와룡소 일원,126.6002,35.63904,2023-03-29,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-03-30,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,탐방로,내변산분소~와룡소 일원,126.58738,35.63699,2023-03-30,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-03-31,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,탐방로,내변산분소~와룡소 일원,126.59649,35.63722,2023-03-31,1
변산반도,포유류,Mustela sibirica,sibirica,족제비,비탐방로,가마소삼거리~중계교 일원,126.60598,35.65003,2023-03-31,1
변산반도,포유류,Mustela sibirica,sibirica,족제비,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-03-31,1
변산반도,포유류,Sus scrofa,scrofa,멧돼지,비탐방로,가마소삼거리~중계교 일원,126.60598,35.65003,2023-03-31,0
변산반도,포유류,Sus scrofa,scrofa,멧돼지,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-03-31,1
변산반도,포유류,Sus scrofa,scrofa,멧돼지,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-03-31,1
변산반도,포유류,Sus scrofa,scrofa,멧돼지,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-03-31,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-04-01,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-04-01,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,탐방로,내변산분소~와룡소 일원,126.58738,35.63699,2023-04-01,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60598,35.65003,2023-04-01,0
변산반도,포유류,Sciurus vulgaris,vulgaris,청설모,탐방로,내변산분소~와룡소 일원,126.58738,35.63699,2023-04-02,1
변산반도,포유류,Hydropotes inermis,inermis,고라니,탐방로,내변산분소~와룡소 일원,126.6002,35.63904,2023-04-04,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-04-04,1
변산반도,포유류,Mustela sibirica,sibirica,족제비,탐방로,내변산분소~와룡소 일원,126.58738,35.63699,2023-04-04,1
변산반도,포유류,Meles leucurus,leucurus,오소리,탐방로,내변산분소~와룡소 일원,126.58738,35.63699,2023-04-05,1
변산반도,포유류,Meles leucurus,leucurus,오소리,탐방로,내변산분소~와룡소 일원,126.58738,35.63699,2023-04-06,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59649,35.63722,2023-04-08,1
변산반도,포유류,Hydropotes inermis,inermis,고라니,탐방로,내변산분소~와룡소 일원,126.6002,35.63904,2023-04-08,1
변산반도,포유류,Meles leucurus,leucurus,오소리,탐방로,내변산분소~와룡소 일원,126.58738,35.63699,2023-04-08,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59649,35.63722,2023-04-09,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59649,35.63722,2023-04-10,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-04-10,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-04-11,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-04-11,1
변산반도,포유류,Meles leucurus,leucurus,오소리,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-04-11,1
변산반도,포유류,Meles leucurus,leucurus,오소리,탐방로,내변산분소~와룡소 일원,126.58738,35.63699,2023-04-11,1
변산반도,포유류,Meles leucurus,leucurus,오소리,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-04-11,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-04-12,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.58738,35.63699,2023-04-12,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59649,35.63722,2023-04-12,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-04-12,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-04-13,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-04-13,1
변산반도,포유류,Meles leucurus,leucurus,오소리,탐방로,내변산분소~와룡소 일원,126.58738,35.63699,2023-04-13,1
변산반도,포유류,Meles leucurus,leucurus,오소리,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-04-14,1
변산반도,포유류,Nyctereutes procyonoides,procyonoides,너구리,탐방로,내변산분소~와룡소 일원,126.59649,35.63722,2023-04-14,1
변산반도,포유류,Nyctereutes procyonoides,procyonoides,너구리,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-04-15,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.58738,35.63699,2023-04-16,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.58738,35.63699,2023-04-16,1
변산반도,포유류,Meles leucurus,leucurus,오소리,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-04-16,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.58738,35.63699,2023-04-17,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-04-17,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-04-18,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59649,35.63722,2023-04-18,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59649,35.63722,2023-04-18,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60393,35.64492,2023-04-18,1
변산반도,포유류,Meles leucurus,leucurus,오소리,탐방로,내변산분소~와룡소 일원,126.58738,35.63699,2023-04-18,1
변산반도,포유류,Meles leucurus,leucurus,오소리,탐방로,내변산분소~와룡소 일원,126.58738,35.63699,2023-04-18,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-04-19,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.58738,35.63699,2023-04-19,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.58738,35.63699,2023-04-19,1
변산반도,포유류,Meles leucurus,leucurus,오소리,탐방로,내변산분소~와룡소 일원,126.58738,35.63699,2023-04-19,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-04-20,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-04-20,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.58738,35.63699,2023-04-20,1
변산반도,포유류,Eutamias sibiricus,sibiricus,다람쥐,탐방로,내변산분소~와룡소 일원,126.59175,35.63687,2023-04-20,1
북한산,포유류,Hydropotes inermis,inermis,고라니,탐방로,울대습지 일원_1,126.9819,37.7098,2023-01-02,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,비법정탐방로,교현리_상부_5,126.9934,37.6893,2023-01-02,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,비법정탐방로,교현리_상부_3,127.0019,37.6847,2023-01-02,1
북한산,포유류,Felis catus,catus,고양이,비법정탐방로,교현리_상부_5,126.9934,37.6893,2023-01-06,1
북한산,포유류,Felis catus,catus,고양이,비법정탐방로,교현리_상부_5,126.9934,37.6893,2023-01-06,1
북한산,포유류,Felis catus,catus,고양이,비법정탐방로,교현리_상부_5,126.9934,37.6893,2023-01-06,1
북한산,포유류,Hydropotes inermis,inermis,고라니,비법정탐방로,교현리_상부_5,126.9934,37.6893,2023-01-06,1
북한산,포유류,Hydropotes inermis,inermis,고라니,비법정탐방로,교현리_상부_5,126.9934,37.6893,2023-01-06,1
북한산,포유류,Hydropotes inermis,inermis,고라니,탐방로,울대습지 일원_2,126.9817,37.7102,2023-01-07,1
북한산,포유류,Sciurus vulgaris,vulgaris,청설모,탐방로,울대습지 일원_1,126.9819,37.7098,2023-01-08,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,탐방로,울대습지 일원_1,126.9819,37.7098,2023-01-08,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,탐방로,울대습지 일원_2,126.9817,37.7102,2023-01-08,1
북한산,포유류,Hydropotes inermis,inermis,고라니,탐방로,울대습지 일원_1,126.9819,37.7098,2023-01-09,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,비법정탐방로,교현리_상부_3,127.0019,37.6847,2023-01-10,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,비법정탐방로,교현리_상부_5,126.9934,37.6893,2023-01-11,1
북한산,포유류,Felis catus,catus,고양이,비법정탐방로,교현리_상부_2,126.998,37.6849,2023-01-12,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,비법정탐방로,교현리_상부_3,127.0019,37.6847,2023-01-12,1
북한산,포유류,Hydropotes inermis,inermis,고라니,비법정탐방로,교현리 상부_1,126.997,37.6842,2023-01-13,1
북한산,포유류,Felis catus,catus,고양이,비법정탐방로,교현리 상부_1,126.997,37.6842,2023-01-14,1
북한산,포유류,Hydropotes inermis,inermis,고라니,비법정탐방로,교현리_상부_5,126.9934,37.6893,2023-01-14,2
북한산,포유류,Hydropotes inermis,inermis,고라니,비법정탐방로,교현리 상부_1,126.997,37.6842,2023-01-14,1
북한산,포유류,Hydropotes inermis,inermis,고라니,비법정탐방로,교현리_상부_5,126.9934,37.6893,2023-01-14,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,비법정탐방로,교현리_상부_3,127.0019,37.6847,2023-01-14,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,비법정탐방로,교현리_상부_2,126.998,37.6849,2023-01-17,1
북한산,포유류,Felis catus,catus,고양이,비법정탐방로,교현리_상부_5,126.9934,37.6893,2023-01-19,1
북한산,포유류,Hydropotes inermis,inermis,고라니,탐방로,울대습지 일원_1,126.9819,37.7098,2023-01-19,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,비법정탐방로,교현리_상부_3,127.0019,37.6847,2023-01-21,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,탐방로,울대습지 일원_1,126.9819,37.7098,2023-01-22,1
북한산,포유류,Hydropotes inermis,inermis,고라니,탐방로,울대습지 일원_2,126.9817,37.7102,2023-01-23,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,비법정탐방로,교현리_상부_5,126.9934,37.6893,2023-01-24,1
북한산,포유류,Canis lupus familiaris,familiaris,개,비법정탐방로,교현리 상부_1,126.997,37.6842,2023-01-25,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,비법정탐방로,교현리_상부_3,127.0019,37.6847,2023-01-25,1
북한산,포유류,Canis lupus familiaris,familiaris,개,비법정탐방로,교현리 상부_1,126.997,37.6842,2023-01-26,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,비법정탐방로,교현리_상부_3,127.0019,37.6847,2023-01-29,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,비법정탐방로,교현리_상부_3,127.0019,37.6847,2023-01-31,1
북한산,포유류,Hydropotes inermis,inermis,고라니,비법정탐방로,교현리_상부_3,127.0019,37.6847,2023-02-01,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,탐방로,울대습지 일원_1,126.9819,37.7098,2023-02-01,4
북한산,포유류,Felis catus,catus,고양이,비법정탐방로,교현리_상부_5,126.9934,37.6893,2023-02-04,1
북한산,포유류,Canis lupus familiaris,familiaris,개,비법정탐방로,교현리 상부_1,126.997,37.6842,2023-02-05,1
북한산,포유류,Hydropotes inermis,inermis,고라니,탐방로,울대습지 일원_1,126.9819,37.7098,2023-02-07,1
북한산,포유류,Canis lupus familiaris,familiaris,개,비법정탐방로,교현리 상부_1,126.997,37.6842,2023-02-08,1
북한산,포유류,Canis lupus familiaris,familiaris,개,비법정탐방로,교현리_상부_2,126.998,37.6849,2023-02-08,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,비법정탐방로,교현리_상부_3,127.0019,37.6847,2023-02-08,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,비법정탐방로,교현리_상부_3,127.0019,37.6847,2023-02-08,1
북한산,포유류,Canis lupus familiaris,familiaris,개,비법정탐방로,교현리_상부_3,127.0019,37.6847,2023-02-09,1
북한산,포유류,Hydropotes inermis,inermis,고라니,비법정탐방로,교현리_상부_5,126.9934,37.6893,2023-02-10,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,탐방로,울대습지 일원_1,126.9819,37.7098,2023-02-10,3
북한산,포유류,Felis catus,catus,고양이,비법정탐방로,교현리_상부_5,126.9934,37.6893,2023-02-11,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,비법정탐방로,교현리_상부_5,126.9934,37.6893,2023-02-12,1
북한산,포유류,Canis lupus familiaris,familiaris,개,비법정탐방로,교현리 상부_1,126.997,37.6842,2023-02-13,1
북한산,포유류,Felis catus,catus,고양이,비법정탐방로,교현리_상부_5,126.9934,37.6893,2023-02-13,1
북한산,포유류,Hydropotes inermis,inermis,고라니,비법정탐방로,교현리 상부_1,126.997,37.6842,2023-02-13,1
북한산,포유류,Canis lupus familiaris,familiaris,개,비법정탐방로,교현리 상부_1,126.997,37.6842,2023-02-14,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,비탐방로,원도봉 입구_1,127.0383,37.7048,2023-02-14,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,비탐방로,원도봉 입구_1,127.0383,37.7048,2023-02-15,1
북한산,포유류,Felis catus,catus,고양이,비법정탐방로,교현리 상부_1,126.997,37.6842,2023-02-16,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,비법정탐방로,교현리_상부_3,127.0019,37.6847,2023-02-16,1
북한산,포유류,Canis lupus familiaris,familiaris,개,탐방로,울대습지 일원_1,126.9819,37.7098,2023-02-17,1
북한산,포유류,Canis lupus familiaris,familiaris,개,비법정탐방로,교현리 상부_1,126.997,37.6842,2023-02-17,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,비탐방로,원도봉 입구_1,127.0383,37.7048,2023-02-17,2
북한산,포유류,Felis catus,catus,고양이,탐방로,울대습지 일원_3,126.9828,37.7101,2023-02-18,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,비탐방로,원도봉 입구_1,127.0383,37.7048,2023-02-18,1
북한산,포유류,Felis catus,catus,고양이,비법정탐방로,교현리 상부_1,126.997,37.6842,2023-02-19,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,탐방로,울대습지 일원_2,126.9817,37.7102,2023-02-19,1
북한산,포유류,Felis catus,catus,고양이,비탐방로,원도봉 입구_1,127.0383,37.7048,2023-02-20,1
북한산,포유류,Sus scrofa,scrofa,멧돼지,비법정탐방로,교현리_상부_4,126.9969,37.6868,2023-02-20,2
